Tempo,Saída
0.029961459,-226.50987063858014
0.071533358,0
0.113009998,6.817277092064251
0.154446325,-1.5151398769740876
0.195963485,147.7081872223397
0.237364187,191.65954069674447
0.278828483,219.29898318224411
0.320328925,221.9695309066643
0.362011448,212.85461227246466
0.403457202,197.73227886106892
0.444943373,221.21388021644174
0.486471731,207.94500491893567
0.52796285,231.03957867577327
0.569424542,220.06948252473222
0.610844672,213.24890073918974
0.652252458,213.99752975072317
0.693687119,229.9220701506766
0.73513204,208.33028177174748
0.776733731,196.21572202231667
0.81831162,223.8634688836845
0.859705291,237.08934477123938
0.901112244,241.67193942725035
0.942510447,184.0869363416797
0.983927139,248.86646966576137
1.025391174,220.046943713339
1.066924324,228.7583207238295
1.108270392,242.80116528509663
1.149622866,222.70390849898163
1.190972631,256.81174935342483
1.232413334,218.53350549348426
1.273732683,236.7315629769304
1.315091615,230.28526476140453
1.356539245,226.12166282493072
1.397900989,231.03075437340308
1.439461587,235.22709674580042
1.480992497,230.28686892054088
1.52238695,252.64737653721662
1.563769893,240.5205185957113
1.605175491,215.91530587953093
1.646708173,239.36051415932027
1.688179656,270.83125300911814
1.728283493,226.50593719722104
1.768384674,226.511441033365
1.809439702,195.05055492180753
1.850860092,255.29486584186472
1.892323555,240.14300278438895
1.933731029,246.21279052349897
1.975131211,234.07935805847282
2.016587174,153.78082330981223
2.058024283,0
2.099407799,0.378744192678218
2.140834595,-0.37879548673154506
2.182240715,0.757400312545198
2.223630793,-110.21379603130639
2.265036131,-211.7213131332579
2.30656475,-259.40960704612206
2.348084306,-256.4418690004681
2.389446468,-264.7545970366051
2.430853681,-218.538057666225
2.472264228,-218.13014876392438
2.513745607,-260.57284340533266
2.555275789,-266.63360115669485
2.596990136,-254.1700008964771
2.638407141,-254.53554115772786
2.679828885,-236.36059177982926
2.721279536,-245.0568524681393
2.762718676,-229.88017233244716
2.804220889,-252.59826531781195
2.845686748,-228.38592228521776
2.887061774,-240.50548807288087
2.928516331,-232.16536177542713
2.969932034,-246.9686560720791
3.011462372,-226.0953704451484
3.053028647,-245.77256018302734
3.094458048,-199.95854023045905
3.135955469,-267.03180567828605
3.177373672,-223.44239986014466
3.218792344,-241.23241757167864
3.260283567,-221.5376645464316
3.301671562,-234.476031969253
3.343104348,-229.86819886019384
3.384554947,-220.44481351927007
3.426060233,-214.77853009138397
3.467539373,-225.7154777597681
3.509138721,-195.8080262791072
3.550549007,-226.10243841748988
3.591974033,-206.8068943341156
3.633411403,-205.68808842806604
3.674837211,-224.60505269473617
3.716390309,-203.02521101079802
3.75781721,-217.02155075107683
3.799239007,-209.09328958219197
3.84071148,-191.2661551558625
3.882163537,-240.8357470644816
3.923767104,-212.431242037334
3.965609783,-266.2049545290835
