Tempo,Saída
0.00710568,-213.9971517317542
0.048755704,0
0.090218855,6.060243781256105
0.131703568,-0.37873499075842043
0.173223021,133.31425466951103
0.214698099,194.6772141660144
0.256251926,219.68574084171053
0.297781066,222.3359644199163
0.339262446,217.78660646569625
0.380772784,197.3380562141366
0.4224376,223.85141859242182
0.463921428,209.44953845280435
0.505422131,234.22919430059193
0.546909552,215.91529868236677
0.588348641,217.42860938288726
0.629836375,216.29447236174138
0.671290151,228.0273581870096
0.712765698,211.7444679043747
0.752915889,198.10212876386305
0.793062383,213.26148227083908
0.83323622,228.79127665625705
0.87337662,230.67082747739204
0.913565457,184.090446149991
0.954375695,239.7621425390004
0.994468179,225.3700028882607
1.034623631,223.86657306977264
1.07471377,240.9072324089456
1.114810733,210.60809330023673
1.154923216,252.27034385560322
1.195018772,203.01922227671332
1.235164693,233.7058546220421
1.275250301,217.80021753742614
1.315376014,235.2270889051426
1.355535476,214.76622402981695
1.395666657,228.79127665625884
1.435866848,235.98261895201327
1.475991571,229.53610930839608
1.516129783,232.19155635694003
1.556282892,228.03408490035147
1.59642324,233.7058546220421
1.636648847,227.6430437142757
1.676803101,261.36888584354045
1.716974282,230.6804384110703
1.757103276,198.86969875641722
1.797266332,216.66048159794008
1.837536471,256.4400825051715
1.877674058,235.61160952430745
1.917822479,242.80326140651582
1.957965483,200.38384778579288
1.998145466,91.66739251362938
2.038288157,0.37879022160239767
2.078564025,0.7574923237384881
2.118728123,-1.5150793266166906
2.158836544,1.5151108889597542
2.199001215,-1.515076700689003
2.239092656,2.65142107801428
2.279219879,-60.606225359630514
2.319328196,-203.01604872922132
2.359454273,-254.14750076257593
2.399614309,-260.9878110870444
2.439715438,-258.3308926569363
2.479821151,-212.47918160842698
2.51992926,-211.36163240147957
2.560049816,-260.95701005164096
2.600225581,-262.4893131199995
2.640335877,-225.75779063694762
2.68046909,-246.2162046266244
2.720608761,-234.09560299589174
2.760757234,-253.02834258675992
2.800915759,-221.2138654691844
2.841043138,-246.2119288057039
2.881183226,-228.7781678726107
2.92133123,-229.9192729113174
2.961485588,-224.61714334539894
3.001641092,-229.9057091815999
3.041753003,-233.33477650598275
3.081909028,-245.42921429449098
3.122055522,-212.88305644610307
3.162198318,-213.2426034226709
3.202394395,-260.99189118207124
3.242728804,-201.88712628339277
3.282909568,-234.84626605176192
3.323027729,-210.98285514650223
3.363126515,-230.66962808907684
3.403454518,-226.87485643773584
3.44355221,-211.74556895835838
3.483655632,-209.8392141221633
3.523766709,-219.3111608242688
3.563953828,-188.6404730768828
3.604062458,-217.78281744605616
3.644170775,-197.72780364505098
3.685632677,-198.08458595593964
3.727028954,-232.1500346893175
3.768487626,-206.77099505203674
3.810051142,-211.7231478282675
3.8514407,-212.85903910257164
3.892868279,-191.2900565924042
3.934305858,-225.682956381211
3.975825259,-216.98049658339295
