Tempo,Saída
0.00297925,-258.70699513502217
0.043165012,-156.43520971351072
0.083326348,-79.92473942182426
0.123486693,104.92015959931427
0.163700632,162.12250665847714
0.20377702,186.357359761542
0.243866325,204.53926779834094
0.283996515,218.92934944106514
0.324197068,202.64749984954153
0.364306477,190.15368635692278
0.404467656,216.66726288272065
0.44464946,193.93723196262698
0.48483491,228.40257824856027
0.525045152,197.34388395100376
0.565171644,213.63509294002915
0.605318031,211.3682550085651
0.645466138,211.7363868009046
0.685607734,207.94933686582633
0.725805319,187.87375649310948
0.766308892,209.08059166387818
0.806560279,232.87674801772113
0.846870155,227.64541865394867
0.887219718,181.81647616068773
0.927600375,239.39751073897978
0.968646913,217.80854472244195
1.008827207,232.01232102029851
1.048979948,240.53514209115755
1.089163211,205.68345369439703
1.129305172,245.08110471697645
1.169374529,206.81048563726293
1.209454927,226.5177379311559
1.249560169,213.627680329834
1.289643953,235.97853668648136
1.32978331,215.15210719822764
1.369841365,215.53351118667265
1.409940409,245.0734503228046
1.450021277,216.28959142679176
1.490137248,246.96565965948483
1.530276553,216.6665045710093
1.570350649,225.38410344034426
1.610486621,217.04755662511946
1.650589519,259.85055107616273
1.69075174,233.33478428361963
1.730946513,213.25445917633328
1.771053162,196.9729702669719
1.811181894,248.1076034184592
1.851413541,236.74471708673588
1.891661543,234.08098869246075
1.932267563,223.48080774205843
1.97258145,143.1784848750051
2.01286591,2.272567785401868
2.053186672,-0.7574962874115021
2.093482642,0.7575541567116427
2.133773091,0
2.174010468,0.37876918779688157
2.214158314,-0.7572307877745331
2.25433715,-130.29547146488477
2.294598589,-224.60857120182422
2.33521039,-253.41199285483424
2.375335633,-259.08666499468865
2.41543124,-249.61105788121674
2.455559451,-211.71323379703352
2.497066402,-227.59563875362022
2.538582729,-241.62789909865884
2.579915359,-273.8016363797886
2.621284447,-249.58896251159535
2.662795877,-250.00155458959247
2.704277569,-239.01165054176934
2.745807593,-244.68914441223149
2.787545272,-229.16888613995945
2.829037328,-252.63466118895326
2.870741674,-224.9471132131247
2.912605707,-237.84639859018404
2.954132346,-234.8038778191369
2.995632839,-245.80711925705475
3.037072551,-226.0985200839955
3.078469191,-246.16535577812644
3.119884477,-199.2132241622374
3.161267835,-259.41997248021846
3.202856349,-223.0555516289009
3.244270541,-243.88755767041502
3.285744159,-224.99671181303893
3.327214913,-227.23350459837408
3.368675823,-230.64721873584986
3.410332149,-220.05305286668232
3.452591439,-215.20324393139015
3.494414639,-226.872497234208
3.536314557,-198.4588614557481
3.577784269,-224.20489016571372
3.619394918,-205.29682064203794
3.66128218,-204.88176186492134
3.703101161,-227.64107095861584
3.744630404,-206.774233677091
3.786434072,-217.00272479617345
3.82792092,-205.297532296905
3.869583912,-191.28674101899796
3.911933619,-240.11090207435848
3.953353279,-215.09123806798542
3.994859242,-263.5588406549595
