Tempo,Saída
0.029958097,0
0.071533727,14.013378202082897
0.113012065,75.00196887981015
0.154446966,142.41067848350386
0.196037336,167.406545610841
0.237746089,182.9472799572789
0.27946276,202.65683510453752
0.321327815,200.7586635370991
0.363086099,203.41161012082912
0.404536053,203.4045385512704
0.446083818,224.98403078550737
0.48766325,218.53409544437446
0.52911289,221.59134158917658
0.57070727,224.5935771388068
0.61214863,104.16162385389421
0.653622125,-67.41138197279318
0.695158848,-133.70216763589752
0.736565937,-173.48037025631558
0.778011203,-195.4159100114152
0.819467823,-191.61847325090991
0.860991109,-206.8243350354999
0.902461219,-194.69396861532596
0.943896068,-208.66978031258589
0.98533149,-207.1664450346293
1.026779725,-210.9867230818369
1.068255512,-213.25391895745204
1.109787131,-307.4936137304093
1.151463541,-325.3653024981393
1.193076775,-200.7572716549519
1.234570322,15.149545546129096
1.276066525,56.050400631568856
1.317587363,70.44367763063262
1.359179503,74.22890894451018
1.400732269,90.14229854888056
1.442185139,71.56520497836672
1.483715456,62.121118021532055
1.525329002,34.84782688965202
1.566845778,3.0302510686667254
1.608368075,-5.679788203269883
1.649835164,-5.301466692917869
1.691408189,-6.8164201807100255
1.732987465,-7.575548637211117
1.774503772,-3.0300195862047805
1.816094975,-3.786939346991398
1.857592063,-1.8935190174775212
1.899148474,4.54558962948046
1.940812176,1.5145208149971112
1.982346088,-3.408837135192832
2.023900259,3.786466296712104
2.065573701,-3.786479417878821
2.107132404,1.8934927045738128
2.148759543,-3.4080504125339135
2.190327725,3.787340440844017
2.232018354,0
2.273536953,-2.2720769147453876
2.31504649,1.8939595043525983
2.356630192,-3.409056200876747
2.398196864,4.166298593097161
2.439772494,-2.651308581578677
2.481391248,0.7573313629769117
