Tempo,Saída
0.018469052,-3.030156431292347
0.060016296,9.089648866304444
0.10144427,76.50786450443557
0.14290438,141.66226844851494
0.184269021,173.8482776573994
0.225873452,170.44215216169798
0.267460748,203.77129608215708
0.308873982,199.98059950943775
0.350434872,203.61934435199402
0.391965033,202.25170422237684
0.433574516,224.60215562378275
0.475536132,218.1595197254523
0.517381552,223.81161335421945
0.559178586,224.61852842562806
0.60087286,93.15871104041386
0.642566822,-55.288741465759095
0.684033494,-137.47687963906867
0.725676519,-169.3155719281142
0.767066784,-198.43563500770657
0.808511737,-190.53200223991357
0.850049242,-209.4199372067996
0.891518518,-192.41059166394032
0.932936596,-211.32993417928154
0.974366133,-208.27443897441015
1.015853429,-210.16091683015318
1.057509058,-215.83195172425553
1.099374946,-311.2912898612424
1.140836097,-322.2349923710275
1.182364799,-177.23922745373406
1.223856315,14.77180729062774
1.2654696,53.390194124970456
1.306935699,63.998833495196756
1.348465443,65.13253297411444
1.389989146,88.6048494931927
1.431476755,69.68694334168083
1.472929885,69.6703739717573
1.514576972,33.32431555475848
1.556251767,6.436992704409822
1.597710835,-1.5151387154121105
1.639163913,-3.030166935042309
1.680610741,-5.681050232416694
1.722157933,-7.573773952624061
1.763772573,-3.0292992072516713
1.80528513,-2.650793234894354
1.846731802,6.816242555315236
1.888212119,-7.574062944848829
1.929705509,4.545116331745086
1.96994547,-4.166110723834465
2.010087983,1.136249467807758
2.050226069,3.7879650946967374
2.09040353,-3.787281369454314
2.130577658,3.0303458129634433
2.170794389,-4.166117943921714
2.210925601,4.545494931745584
2.251184415,-2.651488156237914
2.291377032,-0.7574891427315502
2.331567202,1.1362514370522778
2.371868776,-0.37878730500934316
2.411961863,1.1362060704209258
2.452065157,0
2.492186733,-2.2725147653946807
