Tempo,Referencia,Erro,Posicao
0.700000,1.000000,0.398827,0.601173
0.704000,1.000000,0.398827,0.601173
0.707000,1.000000,0.398827,0.601173
0.710000,1.000000,0.393939,0.606061
0.714000,1.000000,0.384164,0.615836
0.717000,1.000000,0.398827,0.601173
0.720000,1.000000,0.374389,0.625611
0.724000,1.000000,0.374389,0.625611
0.728000,1.000000,0.408602,0.591398
0.731000,1.000000,0.369501,0.630499
0.735000,1.000000,0.369501,0.630499
0.738000,1.000000,0.413490,0.586510
0.741000,1.000000,0.364614,0.635386
0.745000,1.000000,0.364614,0.635386
0.748000,1.000000,0.428153,0.571847
0.751000,1.000000,0.359726,0.640274
0.755000,1.000000,0.359726,0.640274
0.758000,1.000000,0.345064,0.654936
0.761000,1.000000,0.354839,0.645161
0.765000,1.000000,0.349951,0.650049
0.769000,1.000000,0.349951,0.650049
0.772000,1.000000,0.349951,0.650049
0.775000,1.000000,0.345064,0.654936
0.779000,1.000000,0.340176,0.659824
0.782000,1.000000,0.340176,0.659824
0.785000,1.000000,0.335288,0.664712
0.789000,1.000000,0.330401,0.669599
0.792000,1.000000,0.330401,0.669599
0.795000,1.000000,0.325513,0.674487
0.799000,1.000000,0.320626,0.679374
0.802000,1.000000,0.325513,0.674487
0.805000,1.000000,0.310850,0.689150
0.809000,1.000000,0.310850,0.689150
0.813000,1.000000,0.335288,0.664712
0.816000,1.000000,0.305963,0.694037
0.820000,1.000000,0.305963,0.694037
0.823000,1.000000,0.345064,0.654936
0.826000,1.000000,0.301075,0.698925
0.830000,1.000000,0.301075,0.698925
0.833000,1.000000,0.349951,0.650049
0.836000,1.000000,0.291300,0.708700
0.840000,1.000000,0.291300,0.708700
0.843000,1.000000,0.276637,0.723363
0.846000,1.000000,0.281525,0.718475
0.850000,1.000000,0.276637,0.723363
0.854000,1.000000,0.266862,0.733138
0.857000,1.000000,0.271750,0.728250
0.860000,1.000000,0.271750,0.728250
0.864000,1.000000,0.271750,0.728250
0.867000,1.000000,0.271750,0.728250
0.870000,1.000000,0.266862,0.733138
0.874000,1.000000,0.266862,0.733138
0.877000,1.000000,0.266862,0.733138
0.880000,1.000000,0.257087,0.742913
0.884000,1.000000,0.257087,0.742913
0.887000,1.000000,0.257087,0.742913
0.890000,1.000000,0.257087,0.742913
0.894000,1.000000,0.252199,0.747801
0.898000,1.000000,0.266862,0.733138
0.901000,1.000000,0.247312,0.752688
0.905000,1.000000,0.242424,0.757576
0.908000,1.000000,0.276637,0.723363
0.911000,1.000000,0.242424,0.757576
0.915000,1.000000,0.242424,0.757576
0.918000,1.000000,0.286413,0.713587
0.921000,1.000000,0.237537,0.762463
0.925000,1.000000,0.237537,0.762463
0.928000,1.000000,0.301075,0.698925
0.931000,1.000000,0.232649,0.767351
0.935000,1.000000,0.227762,0.772238
0.939000,1.000000,0.217986,0.782014
0.942000,1.000000,0.227762,0.772238
0.946000,1.000000,0.227762,0.772238
0.949000,1.000000,0.222874,0.777126
0.952000,1.000000,0.222874,0.777126
0.955000,1.000000,0.222874,0.777126
0.959000,1.000000,0.217986,0.782014
0.962000,1.000000,0.222874,0.777126
0.965000,1.000000,0.217986,0.782014
0.969000,1.000000,0.217986,0.782014
0.972000,1.000000,0.217986,0.782014
0.975000,1.000000,0.213099,0.786901
0.979000,1.000000,0.217986,0.782014
0.983000,1.000000,0.227762,0.772238
0.986000,1.000000,0.208211,0.791789
0.990000,1.000000,0.208211,0.791789
0.993000,1.000000,0.232649,0.767351
0.996000,1.000000,0.203324,0.796676
1.000000,1.000000,0.198436,0.801564
1.003000,1.000000,0.237537,0.762463
1.006000,1.000000,0.193548,0.806452
1.010000,1.000000,0.193548,0.806452
1.013000,1.000000,0.242424,0.757576
1.016000,1.000000,0.188661,0.811339
1.020000,1.000000,0.188661,0.811339
1.024000,1.000000,0.173998,0.826002
1.027000,1.000000,0.183773,0.816227
1.031000,1.000000,0.178886,0.821114
1.034000,1.000000,0.169110,0.830890
1.037000,1.000000,0.178886,0.821114
1.040000,1.000000,0.173998,0.826002
1.044000,1.000000,0.178886,0.821114
1.047000,1.000000,0.173998,0.826002
1.050000,1.000000,0.173998,0.826002
1.054000,1.000000,0.169110,0.830890
1.057000,1.000000,0.169110,0.830890
1.060000,1.000000,0.169110,0.830890
1.064000,1.000000,0.164223,0.835777
1.068000,1.000000,0.169110,0.830890
1.071000,1.000000,0.159335,0.840665
1.075000,1.000000,0.154448,0.845552
1.078000,1.000000,0.178886,0.821114
1.081000,1.000000,0.154448,0.845552
1.085000,1.000000,0.154448,0.845552
1.088000,1.000000,0.188661,0.811339
1.091000,1.000000,0.144673,0.855327
1.095000,1.000000,0.144673,0.855327
1.098000,1.000000,0.188661,0.811339
1.101000,1.000000,0.139785,0.860215
1.105000,1.000000,0.139785,0.860215
1.108000,1.000000,0.130010,0.869990
1.112000,1.000000,0.139785,0.860215
1.116000,1.000000,0.134897,0.865103
1.119000,1.000000,0.125122,0.874878
1.122000,1.000000,0.134897,0.865103
1.125000,1.000000,0.134897,0.865103
1.129000,1.000000,0.134897,0.865103
1.132000,1.000000,0.130010,0.869990
1.135000,1.000000,0.130010,0.869990
1.139000,1.000000,0.125122,0.874878
1.142000,1.000000,0.125122,0.874878
1.145000,1.000000,0.120235,0.879765
1.149000,1.000000,0.120235,0.879765
1.153000,1.000000,0.125122,0.874878
1.156000,1.000000,0.115347,0.884653
1.160000,1.000000,0.115347,0.884653
1.163000,1.000000,0.130010,0.869990
1.166000,1.000000,0.110459,0.889541
1.170000,1.000000,0.115347,0.884653
1.173000,1.000000,0.139785,0.860215
1.176000,1.000000,0.110459,0.889541
1.180000,1.000000,0.105572,0.894428
1.183000,1.000000,0.149560,0.850440
1.186000,1.000000,0.105572,0.894428
1.190000,1.000000,0.100684,0.899316
1.193000,1.000000,0.159335,0.840665
1.197000,1.000000,0.100684,0.899316
1.201000,1.000000,0.100684,0.899316
1.204000,1.000000,0.086021,0.913979
1.207000,1.000000,0.100684,0.899316
1.210000,1.000000,0.095797,0.904203
1.214000,1.000000,0.086021,0.913979
1.217000,1.000000,0.095797,0.904203
1.220000,1.000000,0.090909,0.909091
1.224000,1.000000,0.086021,0.913979
1.227000,1.000000,0.086021,0.913979
1.230000,1.000000,0.081134,0.918866
1.234000,1.000000,0.081134,0.918866
1.238000,1.000000,0.086021,0.913979
1.241000,1.000000,0.076246,0.923754
1.245000,1.000000,0.076246,0.923754
1.248000,1.000000,0.090909,0.909091
1.251000,1.000000,0.076246,0.923754
1.255000,1.000000,0.076246,0.923754
1.258000,1.000000,0.100684,0.899316
1.261000,1.000000,0.066471,0.933529
1.265000,1.000000,0.066471,0.933529
1.268000,1.000000,0.110459,0.889541
1.271000,1.000000,0.061584,0.938416
1.275000,1.000000,0.061584,0.938416
1.278000,1.000000,0.115347,0.884653
1.282000,1.000000,0.061584,0.938416
1.286000,1.000000,0.061584,0.938416
1.289000,1.000000,0.046921,0.953079
1.292000,1.000000,0.056696,0.943304
1.295000,1.000000,0.056696,0.943304
1.299000,1.000000,0.046921,0.953079
1.302000,1.000000,0.056696,0.943304
1.305000,1.000000,0.051808,0.948192
1.309000,1.000000,0.051808,0.948192
1.312000,1.000000,0.051808,0.948192
1.315000,1.000000,0.046921,0.953079
1.319000,1.000000,0.042033,0.957967
1.323000,1.000000,0.042033,0.957967
1.326000,1.000000,0.042033,0.957967
1.330000,1.000000,0.042033,0.957967
1.333000,1.000000,0.051808,0.948192
1.336000,1.000000,0.037146,0.962854
1.340000,1.000000,0.037146,0.962854
1.343000,1.000000,0.061584,0.938416
1.346000,1.000000,0.037146,0.962854
1.350000,1.000000,0.037146,0.962854
1.353000,1.000000,0.071359,0.928641
1.356000,1.000000,0.032258,0.967742
1.360000,1.000000,0.037146,0.962854
1.363000,1.000000,0.081134,0.918866
1.367000,1.000000,0.032258,0.967742
1.371000,1.000000,0.032258,0.967742
1.374000,1.000000,0.090909,0.909091
1.377000,1.000000,0.032258,0.967742
1.381000,1.000000,0.032258,0.967742
1.384000,1.000000,0.017595,0.982405
1.387000,1.000000,0.027371,0.972629
1.390000,1.000000,0.027371,0.972629
1.394000,1.000000,0.027371,0.972629
1.397000,1.000000,0.022483,0.977517
1.400000,1.000000,0.022483,0.977517
1.404000,1.000000,0.017595,0.982405
1.408000,1.000000,0.022483,0.977517
1.411000,1.000000,0.017595,0.982405
1.415000,1.000000,0.017595,0.982405
1.418000,1.000000,0.017595,0.982405
1.421000,1.000000,0.012708,0.987292
1.425000,1.000000,0.007820,0.992180
1.428000,1.000000,0.027371,0.972629
1.431000,1.000000,-0.001955,1.001955
1.435000,1.000000,-0.001955,1.001955
1.438000,1.000000,0.002933,0.997067
1.441000,1.000000,-0.001955,1.001955
1.445000,1.000000,-0.016618,1.016618
1.448000,1.000000,-0.006843,1.006843
1.453000,1.000000,-0.006843,1.006843
1.456000,1.000000,0.007820,0.992180
1.459000,1.000000,-0.006843,1.006843
1.463000,1.000000,-0.006843,1.006843
1.466000,1.000000,-0.006843,1.006843
1.470000,1.000000,-0.006843,1.006843
1.473000,1.000000,0.022483,0.977517
1.476000,1.000000,-0.006843,1.006843
1.480000,1.000000,-0.006843,1.006843
1.483000,1.000000,-0.001955,1.001955
1.487000,1.000000,-0.006843,1.006843
1.490000,1.000000,0.042033,0.957967
1.494000,1.000000,-0.006843,1.006843
1.498000,1.000000,-0.001955,1.001955
1.501000,1.000000,0.012708,0.987292
1.504000,1.000000,-0.006843,1.006843
1.508000,1.000000,-0.001955,1.001955
1.511000,1.000000,-0.006843,1.006843
1.515000,1.000000,-0.006843,1.006843
1.518000,1.000000,0.032258,0.967742
1.521000,1.000000,-0.006843,1.006843
1.525000,1.000000,-0.001955,1.001955
1.528000,1.000000,-0.001955,1.001955
1.532000,1.000000,-0.006843,1.006843
1.536000,1.000000,0.042033,0.957967
1.539000,1.000000,-0.006843,1.006843
1.543000,1.000000,-0.006843,1.006843
1.546000,1.000000,0.002933,0.997067
1.549000,1.000000,-0.006843,1.006843
1.553000,1.000000,-0.001955,1.001955
1.556000,1.000000,-0.006843,1.006843
1.560000,1.000000,-0.006843,1.006843
1.563000,1.000000,0.027371,0.972629
1.566000,1.000000,-0.006843,1.006843
1.570000,1.000000,-0.006843,1.006843
1.573000,1.000000,-0.001955,1.001955
1.577000,1.000000,-0.006843,1.006843
1.581000,1.000000,0.042033,0.957967
1.584000,1.000000,-0.006843,1.006843
1.588000,1.000000,-0.001955,1.001955
1.591000,1.000000,0.012708,0.987292
1.594000,1.000000,-0.006843,1.006843
1.598000,1.000000,-0.006843,1.006843
1.601000,1.000000,-0.001955,1.001955
1.605000,1.000000,-0.001955,1.001955
1.608000,1.000000,0.032258,0.967742
1.611000,1.000000,-0.006843,1.006843
1.615000,1.000000,-0.001955,1.001955
1.618000,1.000000,-0.001955,1.001955
1.622000,1.000000,-0.006843,1.006843
1.626000,1.000000,0.046921,0.953079
1.629000,1.000000,-0.006843,1.006843
1.633000,1.000000,-0.001955,1.001955
1.636000,1.000000,0.012708,0.987292
1.639000,1.000000,-0.006843,1.006843
1.643000,1.000000,-0.006843,1.006843
1.646000,1.000000,-0.001955,1.001955
1.650000,1.000000,-0.001955,1.001955
1.653000,1.000000,0.032258,0.967742
1.656000,1.000000,-0.006843,1.006843
1.660000,1.000000,-0.006843,1.006843
1.664000,1.000000,-0.001955,1.001955
1.667000,1.000000,-0.006843,1.006843
1.671000,1.000000,0.046921,0.953079
1.674000,1.000000,-0.006843,1.006843
1.678000,1.000000,-0.001955,1.001955
1.681000,1.000000,0.012708,0.987292
1.684000,1.000000,-0.006843,1.006843
1.688000,1.000000,-0.001955,1.001955
1.691000,1.000000,-0.006843,1.006843
1.695000,1.000000,-0.006843,1.006843
1.698000,1.000000,0.032258,0.967742
1.701000,1.000000,-0.001955,1.001955
1.705000,1.000000,-0.001955,1.001955
1.709000,1.000000,-0.006843,1.006843
1.712000,1.000000,-0.006843,1.006843
1.716000,1.000000,0.051808,0.948192
1.719000,1.000000,-0.001955,1.001955
1.723000,1.000000,-0.001955,1.001955
1.726000,1.000000,0.012708,0.987292
1.729000,1.000000,-0.001955,1.001955
1.733000,1.000000,-0.001955,1.001955
1.736000,1.000000,-0.001955,1.001955
1.740000,1.000000,-0.001955,1.001955
1.743000,1.000000,0.037146,0.962854
1.746000,1.000000,-0.006843,1.006843
1.751000,1.000000,-0.006843,1.006843
1.754000,1.000000,-0.001955,1.001955
1.757000,1.000000,-0.006843,1.006843
1.761000,1.000000,0.051808,0.948192
1.764000,1.000000,-0.001955,1.001955
1.768000,1.000000,-0.001955,1.001955
1.771000,1.000000,0.017595,0.982405
1.774000,1.000000,-0.001955,1.001955
1.778000,1.000000,-0.001955,1.001955
1.781000,1.000000,-0.001955,1.001955
1.785000,1.000000,-0.001955,1.001955
1.788000,1.000000,0.042033,0.957967
1.792000,1.000000,-0.001955,1.001955
1.796000,1.000000,-0.001955,1.001955
1.799000,1.000000,0.002933,0.997067
1.802000,1.000000,-0.001955,1.001955
1.806000,1.000000,-0.011730,1.011730
1.809000,1.000000,-0.006843,1.006843
1.813000,1.000000,-0.001955,1.001955
1.816000,1.000000,0.027371,0.972629
1.819000,1.000000,-0.001955,1.001955
1.823000,1.000000,-0.006843,1.006843
1.826000,1.000000,-0.001955,1.001955
1.830000,1.000000,-0.006843,1.006843
1.833000,1.000000,0.042033,0.957967
1.837000,1.000000,-0.001955,1.001955
1.841000,1.000000,-0.001955,1.001955
1.844000,1.000000,0.007820,0.992180
1.847000,1.000000,-0.006843,1.006843
1.851000,1.000000,-0.011730,1.011730
1.854000,1.000000,-0.006843,1.006843
1.858000,1.000000,-0.001955,1.001955
1.861000,1.000000,0.027371,0.972629
1.864000,1.000000,-0.001955,1.001955
1.868000,1.000000,-0.001955,1.001955
1.871000,1.000000,-0.001955,1.001955
1.875000,1.000000,-0.006843,1.006843
1.879000,1.000000,0.042033,0.957967
1.882000,1.000000,-0.006843,1.006843
1.886000,1.000000,-0.001955,1.001955
1.889000,1.000000,0.007820,0.992180
1.892000,1.000000,-0.001955,1.001955
1.896000,1.000000,-0.011730,1.011730
1.899000,1.000000,-0.006843,1.006843
1.903000,1.000000,-0.001955,1.001955
1.906000,1.000000,0.027371,0.972629
1.909000,1.000000,-0.006843,1.006843
1.913000,1.000000,-0.006843,1.006843
1.916000,1.000000,-0.001955,1.001955
1.921000,1.000000,-0.006843,1.006843
1.924000,1.000000,0.042033,0.957967
1.927000,1.000000,-0.001955,1.001955
1.931000,1.000000,-0.006843,1.006843
1.934000,1.000000,0.007820,0.992180
1.937000,1.000000,-0.001955,1.001955
1.941000,1.000000,-0.006843,1.006843
1.944000,1.000000,-0.001955,1.001955
1.948000,1.000000,-0.001955,1.001955
1.951000,1.000000,0.027371,0.972629
1.954000,1.000000,-0.001955,1.001955
1.958000,1.000000,-0.001955,1.001955
1.961000,1.000000,-0.001955,1.001955
1.966000,1.000000,-0.006843,1.006843
1.969000,1.000000,0.042033,0.957967
1.972000,1.000000,-0.006843,1.006843
1.976000,1.000000,-0.001955,1.001955
1.979000,1.000000,0.007820,0.992180
1.982000,1.000000,-0.006843,1.006843
1.986000,1.000000,-0.006843,1.006843
1.989000,1.000000,-0.001955,1.001955
1.993000,1.000000,-0.006843,1.006843
1.996000,1.000000,0.032258,0.967742
1.999000,1.000000,-0.006843,1.006843
2.003000,1.000000,-0.006843,1.006843
2.007000,1.000000,-0.001955,1.001955
2.011000,1.000000,-0.006843,1.006843
2.014000,1.000000,0.042033,0.957967
2.017000,1.000000,-0.001955,1.001955
2.021000,1.000000,-0.001955,1.001955
2.024000,1.000000,0.012708,0.987292
2.027000,1.000000,-0.006843,1.006843
2.031000,1.000000,-0.001955,1.001955
2.034000,1.000000,-0.006843,1.006843
2.038000,1.000000,-0.001955,1.001955
2.041000,1.000000,0.032258,0.967742
2.044000,1.000000,-0.006843,1.006843
2.049000,1.000000,-0.006843,1.006843
2.052000,1.000000,-0.001955,1.001955
2.056000,1.000000,-0.006843,1.006843
2.059000,1.000000,0.046921,0.953079
2.062000,1.000000,-0.006843,1.006843
2.066000,1.000000,-0.001955,1.001955
2.069000,1.000000,0.017595,0.982405
2.072000,1.000000,-0.001955,1.001955
2.076000,1.000000,-0.006843,1.006843
2.079000,1.000000,-0.006843,1.006843
2.083000,1.000000,-0.006843,1.006843
2.086000,1.000000,0.032258,0.967742
2.089000,1.000000,-0.006843,1.006843
2.094000,1.000000,-0.001955,1.001955
2.097000,1.000000,-0.001955,1.001955
2.101000,1.000000,-0.006843,1.006843
2.104000,1.000000,0.046921,0.953079
2.107000,1.000000,-0.006843,1.006843
2.111000,1.000000,-0.001955,1.001955
2.114000,1.000000,0.017595,0.982405
2.117000,1.000000,-0.001955,1.001955
2.121000,1.000000,-0.001955,1.001955
2.124000,1.000000,-0.001955,1.001955
2.128000,1.000000,-0.006843,1.006843
2.131000,1.000000,0.032258,0.967742
2.135000,1.000000,-0.006843,1.006843
2.139000,1.000000,-0.001955,1.001955
2.142000,1.000000,-0.001955,1.001955
2.145000,1.000000,-0.006843,1.006843
2.149000,1.000000,0.051808,0.948192
2.152000,1.000000,-0.006843,1.006843
2.156000,1.000000,-0.001955,1.001955
2.159000,1.000000,0.017595,0.982405
2.162000,1.000000,-0.006843,1.006843
2.166000,1.000000,-0.006843,1.006843
2.169000,1.000000,-0.006843,1.006843
2.173000,1.000000,-0.006843,1.006843
2.177000,1.000000,0.037146,0.962854
2.180000,1.000000,-0.006843,1.006843
2.184000,1.000000,-0.006843,1.006843
2.187000,1.000000,0.002933,0.997067
2.190000,1.000000,-0.001955,1.001955
2.194000,1.000000,-0.011730,1.011730
2.197000,1.000000,-0.006843,1.006843
2.201000,1.000000,-0.001955,1.001955
2.204000,1.000000,0.017595,0.982405
2.207000,1.000000,-0.006843,1.006843
2.211000,1.000000,-0.001955,1.001955
2.214000,1.000000,-0.001955,1.001955
2.219000,1.000000,-0.001955,1.001955
2.222000,1.000000,0.037146,0.962854
2.225000,1.000000,-0.001955,1.001955
2.229000,1.000000,-0.006843,1.006843
2.232000,1.000000,0.002933,0.997067
2.235000,1.000000,-0.006843,1.006843
2.239000,1.000000,-0.011730,1.011730
2.242000,1.000000,-0.006843,1.006843
2.246000,1.000000,-0.001955,1.001955
2.249000,1.000000,0.022483,0.977517
2.252000,1.000000,-0.006843,1.006843
2.256000,1.000000,-0.001955,1.001955
2.259000,1.000000,-0.001955,1.001955
2.264000,1.000000,-0.001955,1.001955
2.267000,1.000000,0.037146,0.962854
2.270000,1.000000,-0.001955,1.001955
2.274000,1.000000,-0.006843,1.006843
2.277000,1.000000,0.002933,0.997067
2.280000,1.000000,-0.001955,1.001955
2.284000,1.000000,-0.011730,1.011730
2.287000,1.000000,-0.006843,1.006843
2.291000,1.000000,-0.001955,1.001955
2.294000,1.000000,0.022483,0.977517
2.297000,1.000000,-0.006843,1.006843
2.301000,1.000000,-0.001955,1.001955
2.305000,1.000000,-0.006843,1.006843
2.309000,1.000000,-0.006843,1.006843
2.312000,1.000000,0.042033,0.957967
2.315000,1.000000,-0.006843,1.006843
2.319000,1.000000,-0.001955,1.001955
2.322000,1.000000,0.002933,0.997067
2.325000,1.000000,-0.001955,1.001955
2.329000,1.000000,-0.011730,1.011730
2.332000,1.000000,-0.006843,1.006843
2.336000,1.000000,-0.001955,1.001955
2.339000,1.000000,0.022483,0.977517
2.342000,1.000000,-0.006843,1.006843
2.347000,1.000000,-0.001955,1.001955
