Tempo,Velocidade
5.417e-06,-8.66594947675034e-05
0.041932553,0.11994919730578212
0.082827033,0.4923956606358074
0.124049064,2.9038466803327765
0.164923961,3.2886821697522755
0.205701565,3.59786382280759
0.246967191,3.099723664976154
0.287777504,3.680194975570794
0.328681359,3.9517565693224332
0.369907297,3.2955207345489805
0.410799433,3.8128107361050723
0.452025214,3.453226376118052
0.492818548,3.7494179275401955
0.534117038,3.934527674601341
0.575187612,3.2250031881764527
0.616163446,3.9013564433635137
0.657327769,3.863304844929038
0.698206364,3.345794380688222
0.739037614,3.8566976378874336
0.780580323,3.8567913398575064
0.82146074,4.16001818645454
0.862323032,3.939055920319811
0.903533241,4.16659133078414
0.94466095,4.494587175653463
0.98545793,3.9138326946064623
1.026887462,4.374449937768697
1.068082202,3.8441400066702216
1.109233139,4.400363932508465
1.150353036,3.9140093275704815
1.19129913,3.862956060572008
1.232268817,4.0594038574408495
1.273461682,4.456688268823391
1.314771474,3.8445806817651245
1.355724443,1.559044551513299
1.397127933,-0.46712353571023985
1.438073715,-3.0421454122879474
1.478949705,-3.345109245553381
1.520457882,-3.976482830392845
1.561629601,-3.755853873919104
1.602458872,-3.5983760075633886
1.64359856,-4.109838286634956
1.684436529,-4.481985383895118
1.725370956,-3.427420875389884
1.766494394,-4.267666177826774
1.807302988,-3.9959733764528145
1.848078145,-4.223467047858438
1.88927002,-3.541356636880785
1.930218406,-4.267103223252369
1.971023146,-4.198178106156178
2.010738719,-3.857286917754601
2.050517782,-3.6994985940414855
2.090320802,-3.6929483762250013
2.130991636,-3.7562712570886454
2.170836584,-3.888575421632764
2.210665073,-3.1184789302096143
2.250453928,-3.8442803335795372
2.290332053,-3.6298713830534486
2.330206219,-3.295349158492913
2.370117053,-3.8574409520788464
2.409936792,-3.6364683095499983
2.450786792,-3.699575789576446
2.491027105,-3.5540496685665066
2.530867886,-2.626192382599694
2.57070648,-1.685657502790596
2.610528199,-1.9064351685738632
2.650386949,-1.7296195205241238
2.690403772,-1.5970463691093708
2.730323616,-1.300391207125569
2.770166376,-0.8838546331655956
2.810084345,-1.0352934748179103
2.84999773,-0.6438863941617485
2.889878095,-0.3850532720792989
2.929727731,-0.03156141437316923
2.969564137,0.0
3.009355231,0.03156503007709829
3.04919872,0.012625464534101644
3.089019814,0.012625595827992565
3.130487001,0.006313126800496306
3.171478563,0.0
3.212354917,0.0
3.253571948,-0.006313236436944782
3.294486375,0.0
3.335403615,-0.01262208970364992
3.376663823,-0.006311231176231078
3.417537156,-0.012625310940549628
3.458524604,-0.0063122828746336596
3.500606426,-0.012622155735750953
3.541559291,-0.012626560416826934
3.582428145,-0.012622111994664417
3.623638301,-0.012626428682000122
3.664476113,0.0
3.70549955,-0.012622769404699148
3.746741634,-0.012623951905649583
3.787606894,0.0
3.828458873,-0.012624894363151189
3.869854445,-0.012626429102873782
3.91106106,-0.01262366751307747
3.952008403,0.0
3.993244236,-0.0063110450621181105
