Tempo,Referencia,Saída,Erro
33.920456074,6.198e-06,0.07519168860762539,-0.07518549060762539
33.93631827,0.015868394,0.07519168860762539,-0.059323294607625386
33.952069113,0.031619237,0.07670688636294277,-0.045087649362942774
33.967758551,0.047308675,0.07670688636294277,-0.029398211362942774
33.983579081,0.063129205,0.07689628608235743,-0.01376708108235744
33.999415756,0.07896588,0.07689628608235743,0.0020695939176425676
34.015031184,0.094581308,0.07689628608235743,0.017685021917642568
34.03083385,0.110383974,0.07689628608235743,0.03348768791764256
34.046389799,0.125939923,0.07708568580177212,0.04885423719822789
34.062024654,0.141574778,0.07708568580177212,0.06448909219822789
34.077893517,0.157443641,0.07689628608235743,0.08054735491764256
34.093655141,0.173205265,0.07689628608235743,0.09630897891764256
34.109210257,0.188760381,0.07689628608235743,0.11186409491764257
34.124881413,0.204431537,0.07689628608235743,0.12753525091764256
34.140746318,0.220296442,0.07689628608235743,0.14340015591764257
34.156394141,0.235944265,0.07689628608235743,0.15904797891764255
34.171936028,0.251486152,0.07651748664352809,0.17496866535647193
34.187765985,0.267316109,0.07651748664352809,0.19079862235647194
34.203492819,0.283042943,0.07632808692411341,0.20671485607588658
34.219238141,0.298788265,0.07632808692411341,0.22246017807588658
34.235010651,0.314560775,0.07557048804645472,0.2389902869535453
34.250717328,0.330267452,0.07557048804645472,0.2546969639535453
34.266389839,0.345939963,0.07519168860762539,0.27074827439237464
34.282184328,0.361734452,0.07519168860762539,0.2865427633923746
34.297764235,0.377314359,0.07481288916879604,0.30250146983120396
34.313453933,0.393004057,0.07481288916879604,0.318191167831204
34.329538211,0.409088335,0.07405529029113733,0.3350330447088627
34.345447334,0.424997458,0.07405529029113733,0.35094216770886266
34.361380051,0.440930175,0.07348709113289331,0.36744308386710667
34.376882095,0.456432219,0.07348709113289331,0.38294512786710666
34.392797988,0.472348112,0.07310829169406396,0.399239820305936
34.408433208,0.487983332,0.07310829169406396,0.414875040305936
34.424144729,0.503694853,0.07272949225523462,0.43096536074476544
34.440131924,0.519682048,0.07272949225523462,0.44695255574476533
34.455902924,0.535453048,0.07197189337757592,0.4634811546224241
34.471755849,0.551305973,0.07197189337757592,0.479334079622424
34.487693514,0.567243638,0.07140369421933192,0.4958399437806681
34.503337587,0.582887711,0.07140369421933192,0.5114840167806681
34.519205305,0.598755429,0.07083549506108788,0.5279199339389121
34.535301353,0.614851477,0.07083549506108788,0.5440159819389121
34.551125113,0.630675237,0.07007789618342919,0.5605973408165709
34.566840227,0.646390351,0.07007789618342919,0.5763124548165708
34.582484092,0.662034216,0.06950969702518518,0.5925245189748148
34.598362851,0.677912975,0.06950969702518518,0.6084032779748149
34.614222183,0.693772307,0.06913089758635584,0.6246414094136442
34.629937298,0.709487422,0.06913089758635584,0.6403565244136442
34.645981888,0.725532012,0.0685626984281118,0.6569693135718881
34.661785075,0.741335199,0.0685626984281118,0.6727725005718882
34.677558106,0.75710823,0.06761569983103845,0.6894925301689616
34.693472698,0.773022822,0.06761569983103845,0.7054071221689616
34.709299686,0.78884981,0.0672369003922091,0.7216129096077909
34.724913604,0.804463728,0.0672369003922091,0.7372268276077909
34.740835175,0.820385299,0.06685810095337974,0.7535271980466203
34.756651278,0.836201402,0.06685810095337974,0.7693433010466203
34.772123165,0.851673289,0.06610050207572105,0.7855727869242789
34.789197122,0.868747246,0.06610050207572105,0.8026467439242789
34.804963798,0.884513922,0.06553230291747703,0.818981619082523
34.820696881,0.900247005,0.06553230291747703,0.834714702082523
34.836533974,0.916084098,0.06515350347864768,0.8509305945213523
34.852435441,0.931985565,0.06515350347864768,0.8668320615213523
34.868229721,0.947779845,0.06439590460098898,0.883383940399011
34.884062908,0.963613032,0.06439590460098898,0.899217127399011
34.900109321,0.979659445,0.06401710516215964,0.9156423398378404
34.915711416,0.99526154,0.06401710516215964,0.9312444348378404
34.931425645,1.010975769,0.06363830572333029,0.9473374632766698
34.947260654,1.026810778,0.06363830572333029,0.9631724722766697
34.963037591,1.042587715,0.06307010656508627,0.9795176084349138
34.978625103,1.058175227,0.06307010656508627,0.9951051204349137
34.994475737,1.074025861,0.06231250768742758,1.0117133533125724
35.010237518,1.089787642,0.06231250768742758,1.0274751343125723
35.025976643,1.105526767,0.0621231079680129,1.043403659031987
35.042524562,1.122074686,0.0621231079680129,1.059951578031987
35.058455872,1.138005996,0.06155490880976889,1.076451087190231
35.074387495,1.153937619,0.06155490880976889,1.092382710190231
35.090178807,1.169728931,0.061176109370939535,1.1085528216290605
35.10624595,1.185796074,0.061176109370939535,1.1246199646290604
35.122059292,1.201609416,0.060797309932110195,1.1408121060678897
35.13793878,1.217488904,0.060797309932110195,1.15669159406789
35.153948892,1.233499016,0.06041851049328085,1.173080505506719
35.169786141,1.249336265,0.06041851049328085,1.188917754506719
35.18551162,1.265061744,0.06098670965152486,1.2040750343484752
35.20157918,1.281129304,0.06098670965152486,1.2201425943484752
35.217433928,1.296984052,0.06344890600391563,1.2335351459960844
35.233381333,1.312931457,0.06344890600391563,1.2494825509960843
35.249357539,1.328907663,0.064964103759233,1.263943559240767
35.265153121,1.344703245,0.064964103759233,1.279739141240767
35.28098511,1.360535234,0.06799449926986778,1.2925407347301323
35.296957202,1.376507326,0.06799449926986778,1.3085128267301323
35.312970647,1.392520771,0.07841148383767482,1.3141092871623252
35.328670658,1.408220782,0.07841148383767482,1.329809298162325
35.344482959,1.424033083,0.092237663354946,1.331795419645054
35.360591039,1.440141163,0.092237663354946,1.347903499645054
35.376390684,1.455940808,0.11231403361290136,1.3436267743870987
