Tempo,Velocidade
4.74e-06,0.0
0.04116057,0.15151137170098844
0.081988847,0.5050291354837615
0.123243531,2.8155423102398878
0.164276808,3.263580876661378
0.205091492,3.712105937925285
0.246371488,3.0552406264090424
0.287216015,3.724505954770692
0.328059449,3.9641071716292773
0.369337883,3.364616433019118
0.410155223,3.8126058955563447
0.4509835,3.490607970889583
0.492218652,3.705291153541304
0.533007033,3.9072493184695523
0.573882238,3.2697344139813893
0.614683067,3.850406062002342
0.655773219,3.8571065409417504
0.696833788,3.4085502789880233
0.737697638,3.881899364407621
0.778903363,3.8257086789905967
0.81982539,4.254479082880843
0.860727938,3.8756546263433553
0.901886684,4.115758909026933
0.942751628,4.525860212439469
0.983687822,3.9326549873324774
1.025643182,4.374815031944647
1.066566928,4.090963438420344
1.107380726,4.229729256589475
1.148403899,3.9265606951290537
1.189352125,3.907520451937366
1.230166808,3.976690366069694
1.271417637,4.519547994569929
1.312312633,3.8944490586325258
1.35307664,1.5024381916577505
1.394631219,-0.39131606175765726
1.435581319,-2.972775918088378
1.47649371,-3.3012842245308733
1.517645789,-4.033458153474585
1.558468754,-3.8059766496440277
1.599308541,-3.6109019927401866
1.640438433,-4.058685616604758
1.68127671,-4.431261418978429
1.72203733,-3.5981765607624356
1.763189982,-4.318066753171832
1.804052374,-4.134682118294442
1.844901745,-4.0775511415746095
1.886644396,-3.560022893880151
1.927637725,-4.2101178459883055
1.968561888,-4.248107760408798
2.010119436,-3.9011197922789913
2.05121339,-3.913425612430039
2.092330156,-3.8250095157992274
2.13361036,-3.882492487807864
2.174558689,-3.9583652044950814
2.215596133,-3.181672524552891
2.257069878,-4.128240704788954
2.298019978,-3.8631108105686587
2.339043516,-3.3519679929931048
2.380241793,-3.7814909813663173
2.421232465,-3.635736558240408
2.46217418,-4.014793480811421
2.50346131,-3.414909867405517
2.544394118,-2.2533483807515315
2.585347812,-2.2915419002407567
2.626295099,-1.9755664388945315
2.667527073,-1.2815804607298853
2.70841384,-1.5465604869956322
2.749239148,-1.035194725983615
2.790455758,-1.2118322213863573
2.831372003,-0.7827449114362857
2.872289395,-0.6375671950032171
2.91209163,-0.18306607509984826
2.951819021,0.01262437010379917
2.991586048,0.03787771288564573
3.031320731,0.031564048484629036
3.071337029,0.031565307837816456
3.111162545,0.012625728807921016
3.150975874,0.01262507108959914
3.190797745,0.0
3.230597584,0.006312360293484311
3.270409455,0.0
3.310220336,0.0
3.35005554,-0.012625838223885882
3.390679389,-0.006313291782701949
3.431687874,-0.006311889288053941
3.47257214,-0.012622025775139377
3.513426615,-0.0063133027257032725
3.554658433,0.0
3.595528688,-0.006312820638256893
3.636486809,-0.018934254427771975
3.677753471,-0.012625991830268527
3.718543778,0.0
3.759406169,-0.006311856473859868
3.800249602,-0.012623296475763917
3.841421785,0.0
3.882269749,-0.018934056942078642
3.923041202,0.0
3.964144687,-0.006313116489393832
