Tempo,Velocidade
0.017162397,8.265095878900558e-11
0.057490055,0.10731569740039684
0.097272922,0.4229559659178647
0.137011883,2.6515222711022166
0.176768708,3.2071182303322545
0.216556314,3.428093098669786
0.256230639,3.0807147950191514
0.295962985,3.4025801568817338
0.335682414,3.9204243009946333
0.375412885,3.0997127130762636
0.415152366,3.8826063716765944
0.454864607,3.2575109953782166
0.494574036,3.705785915361193
0.534364142,3.699601316604311
0.574150707,3.383782841334139
0.613922011,3.674309730065966
0.653668107,3.503620826022857
0.693435036,3.4154666047520337
0.733209881,4.05308347182161
0.772959102,3.9770072774669547
0.812757125,3.2954004536873516
0.852437231,3.9706808038146977
0.892138744,3.510140855452204
0.931893641,4.476030026984095
0.971674997,4.103496584237775
1.011357604,3.680539797840175
1.051091199,4.128884981045014
1.09079141,4.015071691977802
1.130616724,3.9771867637048617
1.170398966,3.901281804152632
1.210135322,3.7878692623455033
1.249872563,3.8317883838073006
1.289708138,4.393905496766932
1.329495483,3.70573453105123
1.36921335,1.4961044326715716
1.409995279,-0.37236067894814284
1.451174291,-2.9479639247406477
1.492015438,-3.3333191733016467
1.532805128,-3.9458067065570432
1.574034609,-3.768831678399794
1.614922162,-3.5983259938712537
1.655686852,-4.040211537644523
1.696805395,-4.444510451600596
1.737583053,-3.541079875146895
1.77849019,-4.274053374621595
1.819312953,-4.103176002232062
1.860437433,-4.084380114220936
1.901349102,-3.5353999131154166
1.942221708,-4.184847169443985
1.983390408,-4.2417802969478835
2.024298951,-3.869207604163002
2.06511213,-3.850659516256501
2.106231142,-3.81224811276026
2.147045467,-3.862774933854435
2.188312604,-3.895111079311661
2.229165627,-3.219565889639244
2.270650889,-4.020812296987777
2.312231567,-3.8252234066600375
2.353080944,-3.427349372929311
2.394478602,-3.7497822137064003
2.435358343,-3.6988627783076486
2.476957928,-3.945012316760644
2.519986054,-3.4642357181056482
2.561073608,-2.4001135475829964
2.601963922,-2.4178435068558826
2.643356319,-1.912784334619866
2.684392779,-1.294112314530253
2.725461062,-1.6089170873211407
2.766810386,-0.9909355099203757
2.807880023,-1.237110758550463
2.849211691,-0.7575186311850305
2.890180964,-0.6374918527458763
2.931378517,-0.10729428004306604
2.972340446,0.0189341528451596
3.013267843,0.025244661406266806
3.054511335,0.02524531756009781
3.095470607,0.025250401384276856
3.136400869,0.018935105619323184
3.177485558,0.006312173060934339
3.218457018,0.006312688082376285
3.259329363,0.006312074400160365
3.300515614,0.0
3.341560303,-0.0063123375725377805
3.382587961,-0.006311351472775491
3.423879056,-0.006312797703587227
3.464843171,-0.00631132960033541
3.505705048,-0.01262537616475257
3.546957549,-0.0063128963869738385
3.587925259,-0.006311658123521714
3.628806406,-0.0063122717247925935
3.66966974,-0.012623382291979297
3.710960106,-0.006311570626169166
3.751753128,-0.006311066722291443
3.792706723,-0.0063113077280469295
3.833979693,-0.018934580635207816
3.874796518,0.006312666200671006
3.91560954,-0.012623118957688294
3.956687093,0.0
3.997612094,-0.012622856475654828
